company_name,stock_symbol,tagline,annual_revenue,employee_count,mission_statement,headquarters_location,city,known_point_of_contact,key_contacts,predicted_shared_values,early_stage_focus,project_ideation,existing_coe_projects,key_focus_areas,assumptions,dependencies,past_higher_ed_giving,annual_revenue_log,market_valuation_log,profit_margins,market_share,industry_ranking,distance,created_at
"Caredx, Inc.",CDNA,Leading the way in transplant diagnostics,8.5,1000,Improving patient outcomes by providing innovative solutions for transplant patients,Brisbane,Brisbane,Peter Maag,Peter Maag (CEO); Reg Seeto (CFO),Innovation; Patient-Centricity; Quality,Research; Development; Clinical Trials,Exploring new diagnostic tools for transplant monitoring,Transplant Analytics; Precision Medicine,Transplant Diagnostics; Precision Medicine; Healthcare Technology,Stable regulatory environment; Continued funding for research,Technological advancements; Collaboration with healthcare providers,"University of California, San Francisco; Stanford University",0.9294,1.0414,0.15,5.2,3,0.0,2023-10-26T08:30:15Z
"Nb Bancorp, Inc.",NBB,,8.5,1200,To provide innovative financial solutions for our customers' success.,Chicago,Chicago,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Customer Success,Market Research; Product Development,Exploring new digital banking solutions,Mobile Banking App Enhancement; Customer Relationship Management System Upgrade,Digital Transformation; Customer Experience Enhancement,Stable economic conditions; Growing customer base,Technology infrastructure; Regulatory compliance,Scholarship Programs; Financial Literacy Initiatives,0.9294,1.6989,5.2,12.6,4,10.5,2022-10-31T08:00:00Z
Hallador Energy Co,HNRG,Powering the Future,8.5,700,To provide reliable and sustainable energy solutions for a brighter tomorrow,Denver,Denver,John Doe,John Doe (CEO); Jane Smith (CFO),Innovation; Sustainability; Customer Focus,Renewable Energy; Energy Efficiency,Exploring new technologies for clean energy production,Solar Power Expansion; Wind Energy Optimization,Clean Energy; Resource Efficiency; Community Engagement,Stable energy market; Government support for renewable energy,Technological advancements; Market demand for clean energy,Scholarship programs; Research grants,0.9294,1.6989,12.0,8.0,3,120.5,2022-10-31T08:00:00Z
Precision Drilling Corp,PDS,Leading the Way in Oilfield Services,8.2,5000,To provide innovative drilling solutions with a focus on safety and efficiency,Calgary,Calgary,Kevin A. Neveu,Michael R. Culbert (Chairman); Kevin A. Neveu (President & CEO),Innovation; Safety; Efficiency,Research & Development; Market Expansion,Exploring new drilling technologies for enhanced performance,Drilling Automation; Data Analytics for Operations,Oilfield Services; Drilling Solutions; Technology Integration,Stable oil prices; Growing demand for energy services,Global oil market trends; Regulatory environment,University of Calgary; Southern Alberta Institute of Technology,0.9138,0.699,5.0,12.0,3,0.0,2022-10-31T12:00:00Z
Orrstown Financial Services Inc,ORRF,Empowering Financial Success,1000000000,500,To provide innovative financial solutions for our customers' success.,Shippensburg,Shippensburg,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Customer Success,Digital Transformation; Customer Experience Enhancement,Implementing AI-driven financial advisory services,Blockchain Integration; Data Analytics Enhancement,Retail Banking; Wealth Management; Risk Management,Stable economic conditions; Regulatory compliance,Technology infrastructure upgrades; Market trends,Local university scholarships; Financial literacy programs,9.0,8.5,12.0,5.0,3,150.5,2023-10-31T08:00:00Z
Lithium Americas Corp.,LAC,Powering the Future,1000000000,500,To be a leading global supplier of lithium products for clean energy storage solutions.,Vancouver,Vancouver,John Smith,John Smith (CEO); Emily Johnson (CFO),Sustainability; Innovation; Ethics,Research & Development; Market Analysis,Developing new lithium extraction technologies,Lithium Mine Expansion; Battery Recycling Program,Clean Energy Storage; Sustainable Resource Management,Stable lithium prices; Growing demand for electric vehicles,Government regulations; Market trends,University of British Columbia; Stanford University,9.0,8.5,0.12,0.05,3,250.5,2022-10-31T08:00:00Z
"Universal Logistics Holdings, Inc.",ULH,Delivering Excellence,9.2,15000,To provide innovative and reliable logistics solutions globally.,Warren,Warren,Tim Phillips,Tim Phillips (CEO); Sarah Johnson (CFO),Efficiency; Reliability; Innovation,Technology Integration; Process Optimization,Exploring AI-driven route optimization for cost savings.,Supply Chain Automation; Data Analytics Implementation,Supply Chain Management; Transportation Logistics; Warehousing Solutions,Stable economic conditions; Industry growth trends,Technological advancements; Regulatory compliance,Scholarship programs; Research grants,9.2,10.5,4.2,8.3,4,0.0,2023-10-26T08:30:00Z
Horizon Bancorp Inc /In/,HBNC,,9.2,1500,To provide innovative financial solutions for our customers' success.,Michigan City,Michigan City,John Smith,John Smith (CEO); Emily Johnson (CFO),Customer-centric approach; Innovation; Integrity,Digital transformation; Customer experience enhancement,Exploring AI integration for personalized banking services.,Blockchain implementation; Data analytics optimization,Retail banking; Wealth management; Risk management,Stable economic conditions; Regulatory compliance,Technology infrastructure upgrades; Market trends,Local community college scholarship fund; STEM education grants,0.9638,1.2041,8.5,2.3,5,0.0,2023-10-26T08:30:15Z
"Vital Energy, Inc.",VEI,Empowering Tomorrow's Energy,8.5,1200,To revolutionize the energy sector through sustainable solutions and innovation.,San Francisco,San Francisco,Emily Chen,Emily Chen (CEO); Michael Patel (CFO),Sustainability; Innovation; Community Engagement,Renewable Energy; Energy Storage Solutions,Developing a new solar panel technology for increased efficiency.,Wind Farm Optimization; Smart Grid Implementation,Clean Energy; Smart Grid Technologies; Energy Efficiency,Increasing government support for renewable energy initiatives,Availability of raw materials; Market demand for sustainable energy solutions,"University of California, Berkeley - Energy Research Center; Stanford University - Clean Energy Innovation Program",9.53,10.2,12.0,8.5,3,0.0,2023-10-26T08:30:00Z
Genco Shipping & Trading Ltd,GNK,Delivering global seaborne transportation solutions,2.5,200,To provide efficient and reliable shipping services worldwide,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Efficiency; Reliability; Innovation,Market Expansion; Technology Integration,Exploring new routes for cost optimization,Fuel Efficiency Enhancement; Crew Training Program,Operational Excellence; Customer Satisfaction,Stable fuel prices; Global trade growth,Weather conditions; Regulatory changes,Maritime Academy Scholarships; Research Grants,0.3979,0.6989,5.0,3.5,8,0.5,2023-10-26T08:30:00Z
