company_name,stock_symbol,tagline,annual_revenue,employee_count,mission_statement,headquarters_location,city,known_point_of_contact,key_contacts,predicted_shared_values,early_stage_focus,project_ideation,existing_coe_projects,key_focus_areas,assumptions,dependencies,past_higher_ed_giving,annual_revenue_log,market_valuation_log,profit_margins,market_share,industry_ranking,distance,created_at
Consolidated Water Co. Ltd.,CWCO,Providing sustainable water solutions,8.5,500,To deliver innovative water treatment solutions for a sustainable future,George Town,George Town,John Smith,John Smith (CEO); Emily Johnson (CFO),Sustainability; Innovation; Community Engagement,Research & Development; Market Analysis,Exploring new desalination technologies,Water Reuse Initiative; Community Outreach Program,Water Treatment; Environmental Conservation; Corporate Social Responsibility,Stable market demand for water solutions; Regulatory support for sustainable practices,Access to raw materials; Technological advancements,Scholarship programs; Research grants,0.9294,1.1761,12.0,8.0,3,0.0,2023-10-26T08:30:00Z
Titan Machinery Inc.,TITN,Your Partner in Agriculture and Construction Equipment,2.5,2500,To provide innovative solutions and exceptional service to our customers in the agriculture and construction industries.,Fargo,Fargo,John Smith,John Smith (CEO); Emily Johnson (CFO),Quality; Innovation; Customer Satisfaction,Market Research; Product Development,Exploring new digital platforms for equipment sales,Efficiency Optimization; Supply Chain Management,Agriculture Equipment; Construction Equipment,Stable economic conditions; Industry growth trends,Supplier relationships; Technological advancements,Local Technical College; Agricultural University,9.3979,8.699,5.0,12.0,3,150.5,2023-10-26T08:30:00Z
Community Healthcare Trust Inc,CHCT,Building healthier communities together,500000000.0,200,To provide high-quality healthcare facilities for communities in need.,Franklin,Franklin,John Smith,John Smith (CEO); Emily Johnson (CFO),Quality; Community; Innovation,Rural healthcare access; Telemedicine solutions,Expanding telehealth services to underserved areas,Telemedicine pilot program; Community health education initiatives,Healthcare real estate investment; Community health partnerships,Increasing demand for healthcare services; Stable economic conditions,Regulatory approvals; Funding for expansion projects,Scholarship programs; Research grants,8.699,9.0,0.12,0.05,3,20.5,2022-10-31T08:00:00Z
Sohu.Com Ltd,SOHU,China's Premier Online Media Brand,8.2,10000,To connect people and information through innovative digital solutions.,Beijing,Beijing,Charles Zhang,Charles Zhang (Founder and CEO); Belinda Wang (CFO),Innovation; Customer-centricity; Integrity,Artificial Intelligence; Big Data Analytics,Exploring new digital content delivery platforms.,Mobile App Development; Data Security Enhancement,Online Media; Digital Advertising; E-commerce,Stable internet penetration in China; Growing digital advertising market,Government regulations on online content; Competitive landscape,Scholarship programs; Research grants,0.9138,1.1461,0.0453,0.012,5,0.0,2023-10-26T08:30:45Z
Duff & Phelps Utility & Infrastructure Fund Inc.,N/A,N/A,$50 million,200,To provide reliable utility and infrastructure solutions for sustainable development.,New York,New York,John Doe,John Doe (CEO); Jane Smith (CFO),Sustainability; Innovation; Efficiency,Renewable Energy; Smart Grid Technology,Exploring new ways to enhance energy distribution networks.,Solar Power Integration; Water Management Systems,Infrastructure Development; Energy Efficiency Solutions,Stable regulatory environment; Increasing demand for clean energy,Government approvals; Market trends,Scholarship programs; Research grants,7.699,8.301,12.0,5.0,3,0.0,2023-10-26T08:00:00Z
Peapack Gladstone Financial Corp,PGC,Your Trusted Financial Partner,8.5,400,To provide exceptional financial services with integrity and personalized attention.,Bedminster,Bedminster,John P. Babcock,John P. Babcock (CEO); Jeffrey J. Carfora (CFO),Integrity; Personalized Service; Innovation,Digital Transformation; Customer Experience Enhancement,Exploring AI-driven financial advisory solutions,Blockchain Integration; Data Analytics Enhancement,Wealth Management; Commercial Banking; Investment Services,Stable economic conditions; Regulatory compliance,Market trends; Technological advancements,Scholarship Programs; Research Grants,0.9294,1.6989,8.5,2.3,7,25.0,2022-10-31T08:00:00Z
Surmodics Inc,SRDX,Advancing the Science of Surface Modification,100000000.0,500,To improve the detection and treatment of disease through innovative surface modification technologies.,Eden Prairie,Eden Prairie,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Quality; Customer Focus,Research; Development; Testing,Exploring new applications of surface modification in medical devices,Drug Delivery Systems; Biomaterial Coatings,Medical Technology; Biotechnology; Healthcare,Stable market demand for medical devices; Continued regulatory approval for products,Research and Development funding; Skilled workforce availability,University of Minnesota; Stanford University,8.0,9.0,0.15,0.05,3,15.0,2023-10-26T08:30:00Z
Bridgewater Bancshares Inc,BBB,Empowering Financial Growth,8.5,500,To provide innovative financial solutions for our customers' success.,Minneapolis,Minneapolis,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Customer Success,Digital Transformation; Customer Experience Enhancement,Implementing AI-driven chatbots for customer support,Blockchain Integration; Data Analytics Platform Development,Fintech Solutions; Customer Relationship Management,Stable economic conditions; Regulatory compliance,Technology infrastructure upgrades; Market trends,Scholarship Programs; Research Grants,0.9294,1.1761,12.0,5.3,8,10.5,2022-10-31T08:00:00Z
Greene County Bancorp Inc,GCBC,Building Stronger Communities Together,1000000000,500,To provide innovative financial solutions and exceptional service to our customers while supporting the growth and prosperity of the communities we serve.,Catskill,Catskill,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Community Engagement; Innovation,Digital Transformation; Customer Experience Enhancement,Exploring new mobile banking features to improve customer convenience and satisfaction.,Data Analytics for Risk Management; Customer Segmentation for Marketing,Customer Service Excellence; Sustainable Growth Strategies; Community Development Initiatives,Stable economic conditions in target markets; Regulatory compliance adherence,Technological infrastructure upgrades; Market research insights,Local Community College Scholarship Fund; Financial Literacy Programs at Universities,9.0,8.5,0.08,0.05,3,120.5,2022-10-31T08:00:00Z
Myriad Genetics Inc,MYGN,Transforming patient care through genetic insights,700000000.0,2500,To revolutionize healthcare through genetic testing and personalized medicine,Salt Lake City,Salt Lake City,Mark C. Capone,Mark C. Capone (President and CEO); R. Bryan Riggsbee (CFO),Innovation; Precision; Empathy,Genetic testing advancements; Personalized medicine research,Developing cutting-edge genetic diagnostic tools,Genetic counseling services; Pharmacogenomics research,Oncology; Women's Health; Cardiovascular Diseases,Growing demand for genetic testing; Regulatory approval for new products,Technological advancements; Healthcare industry trends,Genetic research programs; Medical education scholarships,8.8451,9.0,0.15,0.03,5,0.0,2023-10-26T08:30:00Z
